Time,PID_distance
1,250.0
2,221.25488235294117
3,207.03256182698962
4,199.19285746422307
5,194.4059946437344
6,191.0760057792219
7,188.4413056418799
8,186.1384294539963
9,183.9939150060063
10,181.92497809906902
11,179.89211028012787
12,177.8945884669838
13,175.93091756339265
14,173.98168165000803
15,172.0199250206441
16,170.02547014799447
17,167.99556772603458
18,165.94625800662715
19,163.90377294108896
20,161.89058711957836
21,159.9135346668433
22,157.9602746769467
23,156.00593183012847
24,154.02633966637305
25,152.01083636490554
26,149.96783824816828
27,147.92027832670064
28,145.89338097464233
29,143.901289508916
30,141.93963554392568
31,139.98795339688687
32,138.02060720473875
33,136.0203969501299
34,133.98762246305589
35,131.93982940922615
36,129.90242249590577
37,127.89516724755646
38,125.92175198180504
39,123.96792178015599
40,122.00912614974521
41,120.02357807363003
42,118.00377835282882
43,115.9604097837103
44,113.9165801526135
45,111.89551572221245
46,109.908258921369
47,107.94788606825665
48,105.99327220634393
49,104.0203570867643
50,102.01490451973172
51,99.97998904818493
52,97.93427335319333
53,95.90203885733675
54,93.9002946304602
55,91.929808192356
56,89.9747873625119
57,88.01133459729968
58,86.02014829331097
59,83.99672077387532
60,81.95364526919104
61,79.91385294158786
62,77.89841127453371
63,75.91537593228352
64,73.95559491154569
65,71.99764946966391
66,70.01926518435417
67,68.00911413746309
68,65.97275513143944
69,63.92959762684788
70,61.9025462707869
71,59.90585055764544
72,57.93760474929121
73,55.980845131942544
74,54.01261667951181
75,52.0161636560382
76,49.989770474094826
77,47.94758852023702
78,45.9120546243372
79,43.901962435736834
80,41.92252828837303
81,39.962702265127916
82,38.001109224103544
83,36.01742620259989
84,34.00314064101528
85,31.965994759685287
