Time,PID_distance,APID_distance
1,0.03,0.03
2,0.06,0.0
3,0.09,-0.03
4,0.12,-0.06
5,0.15,-0.09
6,0.18,-0.06
7,0.21,-0.03
8,0.24,0.0
9,0.27,0.030000000000000027
10,0.30000000000000004,0.06000000000000005
11,0.33000000000000007,0.030000000000000082
12,0.3600000000000001,1.1102230246251565e-16
13,0.3900000000000001,-0.02999999999999986
14,0.42000000000000015,-0.05999999999999983
15,0.4500000000000002,-0.08999999999999986
16,0.4800000000000002,-0.11999999999999988
17,0.5100000000000002,-0.1499999999999999
18,0.5400000000000003,-0.17999999999999994
19,0.5700000000000003,-0.20999999999999996
20,0.6000000000000003,-0.24
21,0.6300000000000003,-0.27
22,0.6600000000000004,-0.30000000000000004
23,0.6900000000000004,-0.33000000000000007
24,0.7200000000000004,-0.3600000000000001
25,0.7500000000000004,-0.3900000000000001
26,0.7800000000000005,-0.42000000000000015
27,0.8100000000000005,-0.4500000000000002
28,0.8400000000000005,-0.4800000000000002
29,0.8700000000000006,-0.5100000000000002
30,0.9000000000000006,-0.5400000000000003
31,0.9300000000000006,-0.5700000000000003
32,0.9600000000000006,-0.6000000000000003
33,0.9900000000000007,-0.6300000000000003
34,1.0168500000000003,-0.6600000000000004
35,1.0338057500000006,-0.6900000000000004
36,1.0602075212499995,-0.7200000000000004
37,1.051575149643752,-0.7500000000000004
38,1.081575149643752,-0.7800000000000005
39,1.0522599920048132,-0.8100000000000005
40,1.0822599920048133,-0.8400000000000005
41,1.0522599920048132,-0.8700000000000006
42,1.0822599920048133,-0.9000000000000006
43,1.0522599920048132,-0.9300000000000006
44,1.0822599920048135,-0.9600000000000006
45,1.0522599920048135,-0.9900000000000007
46,1.0822599920048135,-1.0200000000000007
47,1.0522599920048135,-1.0500000000000007
48,1.0822599920048135,-1.0800000000000007
49,1.0522599920048135,-1.1100000000000008
50,1.0822599920048135,-1.1400000000000008
51,1.0522599920048137,-1.1700000000000008
