Time,PID_distance
1,196.14082742016046
2,195.3876324017905
3,193.8163714971111
4,195.35133923950957
5,196.1066037293671
6,194.09764593171093
7,192.90408852736417
8,194.91224266820345
9,196.25479573908848
10,194.11416761986598
11,196.0195458259772
12,193.65228036240543
13,192.1206010241851
14,189.36727839261658
15,191.96696621344375
16,189.63652659062143
17,192.5468176238013
18,194.07345740418145
19,190.7282754749349
20,188.92562710339635
21,185.55205134885267
22,188.32471749032433
23,184.292073554408
24,180.66437340881916
25,179.47172822626044
26,181.10135896301676
27,176.84353107709336
28,175.64109127440625
29,177.52045037972098
30,172.90648169682203
31,170.25662066204382
32,174.63405202670626
33,178.25664308090433
34,174.63366351463858
35,170.5124430141919
36,166.6695476010133
37,163.1524230526582
38,158.94573734266436
39,155.8354244399075
40,150.66421289865679
41,155.2568098184233
42,149.53826553817157
43,146.3798322210887
44,140.92786013367405
45,146.00453705462888
46,140.42878614160608
47,141.50029221557077
48,137.74220433223732
49,143.3704121650641
50,146.63482956089297
51,142.0407329616546
52,136.8743439160944
53,132.73126703428395
54,126.87603308922058
55,130.0336961313367
56,123.36695779801377
57,121.68988383838563
58,123.09595197753428
59,119.00803202970192
60,125.1396660152471
61,123.15676180592085
62,124.22044085942623
63,120.2516577659487
64,126.4108221276755
65,120.51627928722614
66,127.241544255307
67,130.02452326095232
68,123.29610780754068
69,128.87801478003385
70,123.00099619302428
71,117.03698037141662
72,113.01531361135414
73,105.90043361203539
74,111.05300055333646
75,102.93612246079994
76,97.79069353515146
77,105.25561751270156
78,113.57207708925327
79,122.02853916134792
80,130.38763587033614
81,126.267388544579
82,134.12503216051687
83,130.3306444548483
84,138.0840728757749
85,129.05710028525152
86,121.6174202785744
87,121.93385610208712
88,120.61478212591109
89,118.5999477503055
90,124.11181230248975
91,117.83060463803918
92,109.4735587871675
93,116.89167502500939
94,108.7641794560887
95,116.71718665944135
96,106.92157997392606
97,98.4309998822602
98,93.5447777691059
99,84.87278329635049
100,91.57392456011553
101,81.8179869310422
102,78.59604989083397
103,83.21138092255134
104,73.72090151837826
105,75.47701132338366
106,65.78271038106067
107,57.02239879745179
108,51.95371701370796
109,43.03947873927041
110,50.886194082549736
111,43.163260052915504
112,52.16724163525433
113,59.01387693875954
114,48.89583905648143
115,43.59409713397183
116,52.29772505540029
117,49.97208492824073
118,49.15907134371713
119,51.80931672915476
120,42.21173970178647
121,37.25890036454464
122,28.422859120582608
123,26.603260976306192
124,33.14717754046806
125,26.444169160978444
126,17.1489047017169
127,26.305603299092034
128,34.31974032257472
129,24.029881061999177
130,21.80041246847066
131,21.855432931903323
132,23.25614241684095
133,13.248455043871198
134,4.258950178476571
135,-0.8163702454930606
136,-9.722336287608584
137,-7.788686370847534
138,-12.155129768587205
139,-6.210186811497899
140,-16.307223899765088
141,-22.634937444909056
142,-13.512668638641275
143,-3.4715386692752492
144,-0.31260784758949534
145,-8.026370461786891
146,1.0835002985909252
147,7.976715280395595
148,-2.134425085412733
149,-5.331742982782948
150,-1.3613138299138936
151,-10.141171487738697
152,-2.285219057203169
153,-10.909576254803657
154,-16.916300759135297
155,-26.017313997458757
156,-17.089809061193996
157,-8.06357418285553
158,-14.727418264559144
159,-5.843716083260642
160,-0.010744730258237745
161,-6.595332166497801
162,-15.673241235534633
163,-6.721765163436137
164,2.714049561153697
165,0.9718078103537404
166,-2.4487954963960457
167,6.1624504519221395
168,-3.6715381657498076
169,-8.534580220819773
170,-17.106399294223607
171,-21.217715152418496
172,-12.145780557945537
173,-11.78236183790777
174,-11.846227070508744
175,-20.114242303938095
176,-16.92480227258368
