Time,PID_distance,APID_distance
1,1.03,1.03
2,1.0,1.0188000000000001
3,0.9700000000000001,0.9888000000000001
4,0.9400000000000002,0.9588000000000001
5,0.9100000000000001,0.9288000000000001
6,0.8800000000000001,0.8988000000000002
7,0.8500000000000002,0.8688000000000002
8,0.8200000000000003,0.8388000000000002
9,0.7900000000000003,0.8088000000000002
10,0.7600000000000002,0.7788000000000003
11,0.7300000000000002,0.7488000000000004
12,0.7000000000000002,0.7188000000000003
13,0.6700000000000002,0.6888000000000003
14,0.6400000000000001,0.6588000000000003
15,0.6100000000000001,0.6288000000000002
16,0.5800000000000001,0.5988000000000002
17,0.55,0.5688000000000002
18,0.52,0.5388000000000002
19,0.49,0.5088000000000001
20,0.45999999999999996,0.4788000000000001
21,0.42999999999999994,0.4488000000000001
22,0.3999999999999999,0.41880000000000006
23,0.3699999999999999,0.38880000000000003
24,0.33999999999999986,0.3588
25,0.30999999999999983,0.3288
26,0.2799999999999998,0.29879999999999995
27,0.24999999999999978,0.26879999999999993
28,0.21999999999999975,0.2387999999999999
29,0.18999999999999972,0.20879999999999987
30,0.1599999999999997,0.19883087707464675
31,0.12999999999999967,0.22424856299198526
32,0.09999999999999964,0.2542485629919853
33,0.06999999999999962,0.2842485629919853
34,0.03999999999999959,0.2983926699841306
35,0.009999999999999343,0.2955222047454922
36,-0.020000000000000906,0.2903797196270592
37,-0.050000000000001155,0.2986197729073188
38,-0.0800000000000014,0.32324748196512876
39,-0.11000000000000165,0.35324748196512856
40,-0.1400000000000019,0.37783119568846657
41,-0.17000000000000215,0.3898031014979606
42,-0.2000000000000024,0.39350499211695
43,-0.23000000000000265,0.401068103576248
44,-0.2600000000000029,0.42101026238975914
45,-0.29000000000000314,0.45101026238975894
46,-0.3200000000000034,0.4621746225437815
47,-0.35000000000000364,0.4428500302705025
48,-0.3800000000000039,0.41285003027050227
49,-0.41000000000000414,0.396112582193374
50,-0.4400000000000044,0.40459433255018595
51,-0.47000000000000464,0.42692027355878626
52,-0.5000000000000049,0.43847427395247873
53,-0.5300000000000051,0.4255211305309068
54,-0.5600000000000054,0.39814515563406516
55,-0.5900000000000056,0.37775968244389935
56,-0.6200000000000059,0.3779331276024287
57,-0.6500000000000061,0.3927224672711702
58,-0.6800000000000064,0.4018711121376226
59,-0.7100000000000066,0.3911113272012212
60,-0.7400000000000069,0.3656760606802454
61,-0.7700000000000071,0.34228498777344507
62,-0.7906999999999913,0.3348005466867785
63,-0.7606999999999915,0.34178383789657785
64,-0.7306999999999917,0.34702936826166564
65,-0.7006999999999919,0.33665208309139416
66,-0.6706999999999921,0.3123171154191313
67,-0.6406999999999923,0.28531468478389366
68,-0.6106999999999925,0.2692338930070317
69,-0.5806999999999927,0.26736629979178916
70,-0.5506999999999929,0.2698877093621137
71,-0.5206999999999931,0.2634423211702255
72,-0.49069999999999325,0.24395109942245652
73,-0.46069999999999345,0.22076055505368464
74,-0.43069999999999364,0.20666326996455764
75,-0.40069999999999384,0.2058843735663003
76,-0.37069999999999403,0.21031820474091845
77,-0.34069999999999423,0.20740431228059375
78,-0.3106999999999944,0.19214504621740058
79,-0.2806999999999946,0.17182454248053114
80,-0.2506999999999948,0.15853996638201417
81,-0.220699999999995,0.15774636788306795
82,-0.1906999999999952,0.16325365631851696
83,-0.1606999999999954,0.16328069724486438
84,-0.1306999999999956,0.15173542293526188
85,-0.10069999999999579,0.13390805458550847
86,-0.07069999999999599,0.12109804967682747
87,-0.040699999999996184,0.11985178713306821
88,-0.010699999999996379,0.12586676314384038
89,0.019300000000003426,0.12824938709399536
90,0.04930000000000323,0.11996659418338451
91,0.07930000000000303,0.10444011002732179
92,0.10930000000000284,0.09203207482789333
93,0.13930000000000264,0.09013314096265201
94,0.16930000000000245,0.09621983443286553
95,0.19930000000000225,0.10041121193236169
96,0.21107199999999304,0.09497448997809155
97,0.19325271999999316,0.0816105011964039
98,0.17407804719999342,0.06961540221030171
99,0.15649355567199397,0.06696272223706723
100,0.1406506865087147,0.07276895488900292
101,0.1264078378066027,0.07826870152987864
102,0.11360684753379724,0.07527893899259164
103,0.10210213222847475,0.06394358330860239
104,0.0917624687973797,0.05226555760251461
105,0.08246988026250612,0.048582694197445875
106,0.07411833218539332,0.05363571571009462
107,0.06661252748099677,0.059982914504014495
108,0.05986681953726691,0.05918005446983443
109,0.05380423498453979,0.049814557660883274
110,0.048355595380659366,0.03874195861513474
111,0.043458727836011235,0.03443198211866516
112,0.0390577555763052,0.03889409747896
113,0.03510246034846798,0.0458651128361689
114,0.03154770939432172,0.04688046217909925
115,0.028352940453418185,0.03934588375749204
116,0.02548169891851959,0.028909298279153006
117,0.022901221862364096,0.023962499498033196
118,0.020582064189134996,0.027624152809155866
119,0.018497762644789972,0.034855692507788305
120,0.01662453385232432,0.03736978779663769
121,0.014941002926368796,0.0315503615653725
122,0.013427959570400105,0.021813377331321604
123,0.012068138873467582,0.016284438824898828
124,0.01084602430516135,0.019020331469945972
125,0.009747670660866348,0.026215680570997435
126,0.008760544936959214,0.029936502958428868
127,0.007873383320242233,0.025718744848859387
128,0.007076062659749027,0.01675356652698934
129,0.006359484954321815,0.01073542014838047
130,0.005715473537890148,0.012481397901438207
131,0.005136679777836939,0.019397684999739262
132,0.004616499221826054,0.024055877900051925
133,0.004148996236261304,0.021322647962541907
134,0.003728836276440717,0.01319941748425979
135,0.0033512250155789403,0.006809387220579666
136,0.0030118536380907557,0.007550424776947118
137,0.0027068496729141245,0.01399237300332068
138,0.0024327328058344477,0.01933935588508895
139,0.002186375166600918,0.017967160116861614
140,0.0019649656376827807,0.010746983445552694
141,0.001765977777400174,0.004116468529391071
142,0.0015871409914058887,0.0038773992058773743
143,0.0014264146235802855,0.009692752546198946
144,0.0012819646706754284,0.015500070707219038
145,0.001152142855023186,0.015358046633108913
146,0.0010354678165072073,0.009088108343701329
147,0.00093060820916957,0.0023549689536981333
148,0.0008363675096099144,0.0011936793011493307
149,0.0007516703637895361,0.006269757528079012
150,0.0006755503164663779,0.012329003236104974
151,0.0006071387832520259,0.013279520575076198
152,0.0005456551394376064,0.007991290267049145
153,0.0004903978125074815,0.0012925733068094303
154,0.0004407362766887246,-0.0007095350818646651
155,0.0003961038582040999,0.003548784457017895
156,0.00035599126911822765,0.009671925539933568
157,0.00031994079598796077,0.011572040668662353
158,0.0002875410770366571,0.007278113925320184
159,0.00025842240820850293,0.0007444738949660135
160,0.00023225252458658474,-0.001997723888100822
161,0.0002087328090114582,0.0013973717039199585
162,0.00018759488464326068,0.0074181263652510765
163,0.0001685975525882455,0.0101214028812171
164,0.00015152403964968642,0.006815692907308879
165,0.00013617952478739426,0.0005675617918132758
166,0.00012238891607019298,-0.002800784936437317
167,0.00010999485275231535,-0.00028549296696844806
168,9.885590967328994e-05,0.005488382560405292
169,8.884498349459591e-05,0.008847186225285242
170,7.984784236203524e-05,0.006505404586674146
171,7.176182243640028e-05,0.0006498305962256978
172,6.449465642432983e-05,-0.0032225807470904755
173,5.79634207449331e-05,-0.0015781860851928897
174,5.209358930979846e-05,0.0038263723850562315
175,4.681818312857189e-05,0.007694333658263552
176,4.20770060287623e-05,0.0062751662120881235
177,3.78159577767434e-05,0.0009035606790810391
178,3.3986416751119464e-05,-0.0033471712016588384
179,3.0544685140299066e-05,-0.0025426524148848273
180,2.7451490317353944e-05,0.002392226800459696
181,2.4671536706932784e-05,0.006626713947636809
182,2.2173103041644993e-05,0.006073530233221547
183,1.9927680401821135e-05,0.0012602130943939471
184,1.7909646901514975e-05,-0.0032433759586343314
185,1.6095975330365775e-05,-0.0032289584593696574
186,1.4465970393118255e-05,0.0011576729220941218
187,1.3001032564297077e-05,0.005622151705527045
188,1.168444585086803e-05,0.005865096458220975
189,1.0501187052369687e-05,0.0016665429756637096
190,9.437754338037507e-06,-0.00296810212595755
191,8.482013176269732e-06,-0.003678546043516029
192,7.623057873828998e-06,0.00010246063642238568
193,6.851087135828493e-06,0.004668622384003562
194,6.157292219199917e-06,0.005626946284004397
