Time,PID_distance
1,206.0
2,198.5415294117647
3,190.11593543252593
4,180.71783708784855
5,170.3534188382636
6,159.0402823038583
7,146.80722919729283
8,133.6939742003815
9,119.75078717477334
10,105.03806475926305
11,89.62583207054831
12,73.59317588635679
13,57.02761134521981
14,40.02438484111423
15,22.685716419038215
16,5.119985584638016
17,-12.55913497738527
18,-30.233592729761085
19,-47.781910090554845
20,-65.08017468062525
21,-82.00305853320225
22,-98.42485939928025
23,-114.22055694391207
24,-129.2668763434238
25,-143.4433515649763
26,-156.63338044034333
27,-168.7252635374217
28,-179.61321878757656
29,-189.19836384575092
30,-197.38965824416277
31,-204.10479754972266
32,-209.2710519498894
33,-212.82604197089097
34,-214.71844437492496
35,-214.90862168745093
36,-213.3691692698443
37,-210.08537437382233
38,-205.05558218904855
39,-199.05558218904855
40,-193.05558218904855
41,-187.05558218904855
42,-181.05558218904855
43,-175.05558218904855
44,-169.05558218904855
45,-163.05558218904855
46,-157.05558218904855
47,-151.05558218904855
48,-145.05558218904855
49,-139.05558218904855
50,-133.05558218904855
51,-127.05558218904855
52,-121.05558218904855
53,-115.05558218904855
54,-109.05558218904855
55,-103.05558218904855
56,-97.05558218904855
57,-91.05558218904855
58,-85.05558218904855
59,-79.05558218904855
60,-73.05558218904855
61,-67.05558218904855
62,-61.05558218904855
63,-55.05558218904855
64,-49.05558218904855
65,-43.05558218904855
66,-37.05558218904855
67,-31.05558218904855
68,-25.05558218904855
69,-19.05558218904855
70,-13.05558218904855
71,-7.05558218904855
72,-1.0555821890485504
73,4.94441781095145
74,10.94441781095145
75,16.94441781095145
76,22.94441781095145
77,28.94441781095145
78,34.94441781095145
79,40.94441781095145
80,46.94441781095145
81,52.94441781095145
82,58.94441781095145
83,64.94441781095145
84,70.94441781095145
85,76.94441781095145
86,82.94441781095145
87,88.94441781095145
88,94.94441781095145
89,100.94441781095145
90,106.94441781095145
91,112.94441781095145
92,118.94441781095145
93,124.94441781095145
94,130.94441781095145
95,136.94441781095145
96,142.94441781095145
97,148.94441781095145
98,154.94441781095145
99,160.94441781095145
100,166.94441781095145
101,172.94441781095145
102,178.94441781095145
103,184.94441781095145
104,190.94441781095145
105,196.94441781095145
106,202.94441781095145
107,208.94441781095145
108,214.94441781095145
109,220.94441781095145
110,226.94441781095145
111,232.94441781095145
112,238.94441781095145
113,244.94441781095145
114,250.94441781095145
115,256.94441781095145
116,262.94441781095145
117,268.94441781095145
118,274.94441781095145
119,280.94441781095145
120,286.94441781095145
121,292.94441781095145
122,298.94441781095145
123,304.94441781095145
124,310.94441781095145
125,316.94441781095145
126,322.94441781095145
127,328.94441781095145
128,334.94441781095145
129,340.94441781095145
130,346.94441781095145
131,352.94441781095145
132,358.94441781095145
133,364.94441781095145
134,370.94441781095145
135,376.94441781095145
136,382.94441781095145
137,388.94441781095145
138,394.94441781095145
139,394.33438497172267
140,386.2712109484173
141,371.0135278867368
142,348.8560500258385
143,320.12977631190176
144,285.2017729485333
145,244.4745406566908
146,198.3849739511445
147,147.4029223227617
148,92.02936582227471
149,32.79422014756187
150,-29.74621108136398
151,-95.01211664168409
152,-162.4033679419956
153,-231.30299412644922
154,-301.0809147571713
155,-371.09790067787276
156,-440.7097317186226
157,-509.2715181416968
158,-576.1421511702688
159,-640.6888466031589
160,-702.2917444160355
161,-760.3485263968139
162,-814.2790132731443
163,-863.5297024735023
164,-907.5782076291352
165,-945.9375611784471
166,-978.160341982591
167,-1003.8425907030332
168,-1022.6274768282815
169,-1034.2086826650643
170,-1038.33347132386
171,-1034.8054077222496
172,-1028.8054077222496
173,-1022.8054077222496
174,-1016.8054077222496
175,-1010.8054077222496
176,-1004.8054077222496
177,-998.8054077222496
178,-992.8054077222496
179,-986.8054077222496
180,-980.8054077222496
181,-974.8054077222496
