Time,PID_distance,APID_distance,SPID_distance
174,-0.04480176313526041,0.029780709129927807,0.029780709129927807
175,-0.04430334273183956,0.030218987859810476,0.030218987859810476
176,-0.04381046726417992,0.00021898785981111502,0.00021898785981111502
177,-0.043323075044771286,-0.029781012140188245,-0.029781012140188245
178,-0.042841105072382035,-0.030218684912187044,-0.030218684912187044
179,-0.0423644970244208,-0.0002186849121867951,-0.0002186849121867951
180,-0.04189319124937896,0.029781315087813454,0.029781315087813454
181,-0.04142712875938237,0.030218382025129387,0.030218382025129387
182,-0.04096625122278841,0.00021838202513002614,0.00021838202513002614
183,-0.04051050095690023,-0.029781617974869334,-0.029781617974869334
184,-0.04005982092074323,-0.030218079199729075,-0.030218079199729075
185,-0.03961415470792051,-0.00021807919972882672,-0.00021807919972882672
186,-0.03917344653955812,0.029781920800271422,0.029781920800271422
187,-0.038737641257326594,0.03021777643550294,0.03021777643550294
188,-0.03830668431653095,0.0002177764355035805,0.0002177764355035805
189,-0.037880521779285026,-0.02978222356449578,-0.02978222356449578
190,-0.037459100307768445,-0.030217473732752964,-0.030217473732752964
191,-0.037042367157538614,-0.00021747373275271542,-0.00021747373275271542
192,-0.03663027017093956,0.029782526267247533,0.029782526267247533
193,-0.03622275777057116,0.030217171091387662,0.030217171091387662
194,-0.03581977895282851,0.00021717109138830182,0.00021717109138830182
195,-0.03542128328152572,-0.02978282890861106,-0.02978282890861106
196,-0.035027220881580945,-0.030216868511514505,-0.030216868511514505
197,-0.03463754243276984,-0.00021686851151425657,-0.00021686851151425657
198,-0.034252199163560704,0.029783131488485992,0.029783131488485992
199,-0.0338711428450047,0.030216565993138822,0.030216565993138822
200,-0.0334943257846998,0.00021656599313946145,0.00021656599313946145
C.SPID_max,1.03
C.APID_max,1.06
C.PID_max,1.03
