Time,PID_distance
1,20.0
2,20.561894235584795
3,20.676156327845362
4,20.775709962390742
5,20.874367333692724
6,20.972558343454793
7,21.070283155597537
8,21.167528703566674
9,21.264281446801554
10,21.360527798426695
11,21.456254161907324
12,21.551446942830054
13,21.64609255527437
14,21.740177426368803
15,21.833688000218466
16,21.926610741622888
17,22.018932139731135
18,22.11063871168472
19,22.201717006264914
20,22.292153607549025
21,22.381935138576388
22,22.471048265023143
23,22.559479698884488
24,22.647216202162973
25,22.734244590561232
26,22.82055173717761
27,22.90612457620304
28,22.990950106617653
29,23.075015395885366
30,23.158307583644984
31,23.240813885396058
32,23.32252159617795
33,23.40341809424043
34,23.483490844704157
35,23.562727403209458
36,23.641115419551696
37,23.718642641301642
38,23.795296917409168
39,23.871066201788672
40,23.94593855688457
41,24.019902157215235
42,24.09294529289376
43,24.165056373123946
44,24.23622392966989
45,24.306436620297596
46,24.37568323218698
47,24.44395268531276
48,24.511234035792583
49,24.57751647920093
50,24.64278935384715
51,24.7070421440162
52,24.77026448317053
53,24.832446157111626
54,24.893577107099738
55,24.95364743293033
56,25.01264739596587
57,25.0705674221214
58,25.12739810480268
59,25.183130207795372
60,25.23775466810398
61,25.29126259873923
62,25.343645291452518
63,25.39489421941623
64,25.445001039848584
65,25.493957596581865
66,25.54175592257276
67,25.58838824235366
68,25.63384697442379
69,25.678124733579025
70,25.721214333179326
71,25.763108787352706
72,25.80380131313474
73,25.843285332542578
74,25.881554474582543
75,25.918602577190356
76,25.954423689103095
77,25.989012071662017
78,26.022362200545437
79,26.054468767430855
80,26.08532668158555
81,26.114931071384966
82,26.143277285758167
83,26.170360895559725
84,26.19617769486741
85,26.220723702205134
86,26.243995161690606
87,26.26598854410716
88,26.286700547899343
89,26.30612810009184
90,26.324268357131288
91,26.34111870565072
92,26.3566767631563
93,26.37094037863602
94,26.38390763309028
95,26.395576839984017
96,26.405946545620296
97,26.415015529435323
98,26.422782804214677
99,26.429247616230874
100,26.434409445302165
101,26.438268004772723
102,26.44082324141425
103,26.442075335249143
104,26.442024699295423
105,26.44067197923365
106,26.438018052996014
107,26.43406403027801
108,26.428811251972874
109,26.42226128952933
110,26.414415944232935
111,26.4052772464115
112,26.394847454565124
113,26.383129054421275
114,26.37012475791561
115,26.355837502099007
116,26.340270447971513
117,26.323426979243877
118,26.30531070102738
119,26.28592543845268
120,26.26527523521846
121,26.243364352070714
122,26.220197265213493
123,26.195778664652003
124,26.170113452468954
125,26.143206741035087
126,26.115063851154908
127,26.08569031014857
128,26.05509184987097
129,26.023274404669095
130,25.990244109278756
131,25.95600729666174
132,25.920570495784617
133,25.883940429340306
134,25.8461240114136
135,25.807128345091883
136,25.76696072002227
137,25.725628609916413
138,25.68313967000431
139,25.639501734438312
140,25.594722813648758
141,25.54881109165253
142,25.50177492331587
143,25.453622831572844
144,25.404363504600852
145,25.354005792954602
146,25.30255870665991
147,25.25003141226877
148,25.196433229877222
149,25.141773630107323
150,25.08606223105479
151,25.029308795203768
152,24.97152322631016
153,24.912715566255045
154,24.852895991869644
155,24.79207481173337
156,24.730262462946406
157,24.667469507878373
158,24.60370663089455
159,24.538984635061176
160,24.473314438831302
161,24.406707072712763
162,24.33917367591973
163,24.270725493009323
164,24.201373870504845
165,24.131130253507067
166,24.06000618229512
167,23.98801328891838
168,23.915163293780942
169,23.841468002220026
170,23.766939301079887
171,23.69158915528258
172,23.6154296043971
173,23.538472759208275
174,23.460730798286825
175,23.382215964562043
176,23.302940561898417
177,23.22291695167764
178,23.142157549387306
179,23.060674821217688
180,22.97848128066787
181,22.895589485162652
182,22.81201203268138
183,22.727761558400104
184,22.642850731348247
185,22.557292251081073
186,22.47109884436913
187,22.38428326190592
188,22.296858275034914
189,22.208836672497142
190,22.12023125720043
191,22.031054843011425
192,21.941320251571526
193,21.851040309137744
194,21.760227843449556
195,21.668895680622796
196,21.577056642071554
197,21.484723541459047
198,21.39190918167847
199,21.29862635186467
200,21.204887824437606
201,21.110706352178447
202,21.01609466533914
203,20.92106546878629
204,20.82563143918015
205,20.729805222189484
206,20.633599429743022
207,20.53702663731829
208,20.44009938126841
209,20.342830156187638
210,20.24523141231621
211,20.147315552985084
212,20.049094932101283
213,19.95058185167423
214,19.85178855938375
215,19.752727246190133
216,19.653410043986838
217,19.553849023296195
218,19.454056191008576
219,19.354043488165438
220,19.253822787786596
221,19.153405892742065
222,19.05280453366879
223,18.952030366932597
224,18.85109497263558
225,18.75000985266918
226,18.648786428813217
227,18.547436040881003
228,18.445969944910736
229,18.34439931140335
230,18.242735223606857
231,18.141003708879964
232,18.03925519857313
233,17.93754765359899
234,17.835936662308967
235,17.734473764630913
236,17.633205653235088
237,17.532174049535875
238,17.4314159136528
239,17.330963810485606
240,17.230846331458125
241,17.131088518379784
242,17.031712262974416
243,16.93273667082118
244,16.834178386632765
245,16.73605188194474
246,16.638369708184435
247,16.54114271876614
248,16.444380263913487
249,16.348090361669293
250,16.252279848195364
251,16.156954510081434
252,16.062119201017452
253,15.967777944855236
254,15.873934026798892
255,15.780590074217884
256,15.687748128367225
257,15.595409708122201
258,15.50357586668466
259,15.412247242090647
260,15.321424102240794
261,15.23110638508249
262,15.14129373449386
263,15.05198553235164
264,14.963180927206569
265,14.874878859939354
266,14.787078086726297
267,14.699777199605581
268,14.612974644901794
269,14.526668739737193
270,14.44085768683254
271,14.355539587777937
272,14.270712454934198
273,14.186374222107876
274,14.102522754127556
275,14.019155855435326
276,13.936271277795218
277,13.853866727209628
278,13.77193987012507
279,13.690488339000161
280,13.609509737301067
281,13.529001643982877
282,13.44896161750929
283,13.36938719945763
284,13.29027591775132
285,13.21162528955762
286,13.133432823884611
287,13.05569602390786
288,12.978412389054164
289,12.90157941686692
290,12.825194604675229
291,12.749255451086551
292,12.673759457320749
293,12.598704128401543
294,12.524086974219767
295,12.44990551048138
296,12.376157259551878
297,12.30283975120756
298,12.229950523303057
299,12.15748712236358
300,12.085447104109537
301,12.013828033920287
302,11.94262748724326
303,11.871843049953945
304,11.801472318671706
305,11.731512901035952
306,11.661962415946643
307,11.59281849377279
308,11.524078776532185
309,11.455740918045315
310,11.387802584066055
311,11.320261452391584
312,11.253115212953585
313,11.186361567892686
314,11.119998231617874
315,11.054022930852412
316,10.988433404667681
317,10.923227404506175
318,10.858402694194808
319,10.79395704994954
320,10.729888260372224
321,10.666194126440509
322,10.60287246149155
323,10.53992109120016
324,10.47733785355203
325,10.415120598812532
326,10.353267189491628
327,10.29177550030526
328,10.230643418133667
329,10.169868841976953
330,10.109449682908231
331,10.049383864024612
332,9.989669320396334
333,9.930303999014203
334,9.87128585873559
335,9.812612870229184
336,9.754283015918617
337,9.696294289925152
338,9.63864469800955
339,9.58133225751325
340,9.524354997298953
341,9.46771095769072
342,9.41139819041366
343,9.35541475853331
344,9.299758736394743
345,9.244428209561487
346,9.189421274754316
347,9.134736039789953
348,9.080370623519727
349,9.026323155768235
350,8.972591777272044
351,8.919174639618447
352,8.866069905184343
